Soil_type,Temperature,Humidity,ph,Rainfall,District,Zone,Crop,Label,Suitability
Loam,30.3,71.1,6.2,713,Mannar,Dry,Areca-nut,0,Not Suitable
Loamy soils,32.7,57.8,6.6,795,Mannar,Dry,Areca-nut,0,Not Suitable
Loamy soils,34.1,65.6,5.7,868,Mannar,Dry,Areca-nut,0,Not Suitable
Clay loam,34.6,57.3,5.9,910,Mannar,Dry,Areca-nut,0,Not Suitable
Sandy regosol,34.5,67.2,5.8,902,Mannar,Dry,Areca-nut,0,Not Suitable
Red loam,31.1,65.5,5.7,908,Mannar,Dry,Areca-nut,0,Not Suitable
Loamy soil,34.7,70.1,6.7,708,Mannar,Dry,Areca-nut,0,Not Suitable
Red loam,31.6,62.9,6.4,726,Mannar,Dry,Areca-nut,0,Not Suitable
Loamy soil,33.1,62.0,6.5,852,Mannar,Dry,Areca-nut,0,Not Suitable
Loam,33.0,55.9,6.2,944,Mannar,Dry,Areca-nut,0,Not Suitable
Sandy regosol,29.8,59.1,6.8,793,Mannar,Dry,Areca-nut,0,Not Suitable
Clay loam,30.6,67.7,6.2,639,Mannar,Dry,Areca-nut,0,Not Suitable
Red loam,34.9,68.1,6.3,684,Mannar,Dry,Areca-nut,0,Not Suitable
Red loam,29.6,62.0,6.7,912,Mannar,Dry,Areca-nut,0,Not Suitable
Clay loam,29.6,70.7,6.1,837,Mannar,Dry,Areca-nut,0,Not Suitable
Sandy regosol,31.5,65.3,6.2,824,Mannar,Dry,Areca-nut,0,Not Suitable
Sandy regosol,31.5,58.0,6.3,925,Mannar,Dry,Areca-nut,0,Not Suitable
Loamy soils,28.9,68.0,6.9,973,Mannar,Dry,Areca-nut,0,Not Suitable
Loamy soils,24.3,67.6,4.6,1515,Matale,Intermediate,Tea,1,Suitable
Red loam,29.4,68.5,5.0,1302,Matale,Intermediate,Tea,0,Not Suitable
Red-Yellow Podzolic soils,24.4,80.1,4.7,1465,Matale,Intermediate,Tea,1,Suitable
Loamy soil,23.4,74.7,5.3,1218,Matale,Intermediate,Tea,1,Suitable
Red-Yellow Podzolic soils,26.1,78.6,5.7,1850,Matale,Intermediate,Tea,1,Suitable
Loam,29.5,69.6,4.9,1205,Matale,Intermediate,Tea,0,Not Suitable
Loamy soil,29.1,83.5,4.6,1787,Matale,Intermediate,Tea,1,Suitable
Loamy soils,29.5,73.0,5.1,1107,Matale,Intermediate,Tea,0,Not Suitable
Clay loam,21.4,75.3,5.1,1371,Matale,Intermediate,Tea,1,Suitable
Loam,26.5,81.5,5.1,1630,Matale,Intermediate,Tea,1,Suitable
Sandy loam,28.4,82.2,5.2,1196,Matale,Intermediate,Tea,0,Not Suitable
Loamy soils,23.6,65.9,5.6,1635,Matale,Intermediate,Tea,1,Suitable
Loamy soil,22.5,80.4,5.7,1783,Matale,Intermediate,Tea,1,Suitable
Red-Yellow Latosols,23.4,82.2,5.2,1357,Matale,Intermediate,Tea,1,Suitable
Red loam,21.5,65.8,5.1,1676,Matale,Intermediate,Tea,1,Suitable
Loam,23.3,68.6,4.5,1636,Matale,Intermediate,Tea,1,Suitable
Red loam,28.3,66.5,5.0,1253,Matale,Intermediate,Tea,0,Not Suitable
Red-Yellow Podzolic soils,25.4,71.7,5.8,1357,Matale,Intermediate,Tea,1,Suitable
Loam,26.8,65.4,5.6,1444,Matale,Intermediate,Tea,1,Suitable
Red loam,23.7,66.8,5.3,1707,Matale,Intermediate,Tea,1,Suitable
Sandy loam,26.1,66.0,5.3,1212,Matale,Intermediate,Tea,0,Not Suitable
Reddish Brown Earth,22.9,74.6,4.9,1536,Matale,Intermediate,Tea,1,Suitable
Loamy soil,29.5,81.0,4.6,1678,Matale,Intermediate,Tea,1,Suitable
Loamy soil,22.0,74.4,5.8,1229,Matale,Intermediate,Tea,1,Suitable
Loamy soils,22.4,74.3,5.3,1391,Matale,Intermediate,Tea,1,Suitable
Loam,22.2,73.2,5.7,1320,Matale,Intermediate,Tea,1,Suitable
Red loam,21.4,82.4,4.9,1766,Matale,Intermediate,Tea,1,Suitable
Red-Yellow Podzolic soils,28.1,65.6,5.2,1873,Matale,Intermediate,Tea,0,Not Suitable
Loamy soil,23.7,71.9,5.8,1153,Matale,Intermediate,Tea,1,Suitable
Loamy soil,21.4,77.4,5.7,1454,Matale,Intermediate,Tea,1,Suitable
Reddish Brown Earth,23.2,75.1,6.3,1486,Matale,Intermediate,Cinnamon,1,Suitable
Red-Yellow Latosols,21.6,68.7,6.4,1272,Matale,Intermediate,Cinnamon,1,Suitable
Loam,22.7,75.9,6.7,1272,Matale,Intermediate,Cinnamon,1,Suitable
Clay loam,29.5,74.9,5.3,1382,Matale,Intermediate,Cinnamon,1,Suitable
Sandy loam,21.4,70.1,6.0,1623,Matale,Intermediate,Cinnamon,1,Suitable
Clay loam,29.5,72.5,5.9,1655,Matale,Intermediate,Cinnamon,1,Suitable
Red loam,25.6,70.1,5.8,1464,Matale,Intermediate,Cinnamon,1,Suitable
Reddish Brown Earth,27.4,82.9,4.9,1363,Matale,Intermediate,Cinnamon,1,Suitable
Red loam,25.5,75.3,6.5,1235,Matale,Intermediate,Cinnamon,1,Suitable
Sandy Clay loam,29.9,83.0,6.7,1258,Matale,Intermediate,Cinnamon,1,Suitable
Red loam,27.3,73.6,6.7,1532,Matale,Intermediate,Cinnamon,1,Suitable
Sandy loam,25.3,72.1,6.1,1495,Matale,Intermediate,Cinnamon,1,Suitable
Loam,22.7,82.1,6.2,1639,Matale,Intermediate,Cinnamon,1,Suitable
Loam,21.9,76.5,5.0,1197,Matale,Intermediate,Cinnamon,0,Not Suitable
Sandy Clay loam,25.7,72.7,5.0,1571,Matale,Intermediate,Cinnamon,1,Suitable
Sandy loam,24.9,68.3,6.0,1890,Matale,Intermediate,Cinnamon,1,Suitable
Reddish Brown Earth,27.2,71.2,6.9,1176,Matale,Intermediate,Cinnamon,1,Suitable
Clay loam,23.6,73.1,4.9,1620,Matale,Intermediate,Cinnamon,1,Suitable
Reddish Brown Earth,28.3,75.2,4.9,1323,Matale,Intermediate,Cinnamon,1,Suitable
Clay loam,22.5,82.0,5.3,1649,Matale,Intermediate,Cinnamon,1,Suitable
Loam,21.6,78.1,5.7,1558,Matale,Intermediate,Cinnamon,1,Suitable
Red loam,24.3,69.1,6.9,1636,Matale,Intermediate,Cinnamon,1,Suitable
Red-Yellow Latosols,22.6,76.3,5.8,1439,Matale,Intermediate,Cinnamon,1,Suitable
Red loam,23.3,80.7,6.0,1488,Matale,Intermediate,Cinnamon,1,Suitable
Sandy Clay loam,23.7,68.5,6.4,1169,Matale,Intermediate,Cinnamon,0,Not Suitable
Reddish Brown Earth,22.8,78.1,5.7,1412,Matale,Intermediate,Cinnamon,1,Suitable
Sandy loam,25.2,72.0,5.5,1180,Matale,Intermediate,Cinnamon,1,Suitable
Clay loam,27.0,77.6,5.8,1329,Matale,Intermediate,Cinnamon,1,Suitable
Red loam,22.7,69.0,6.8,1118,Matale,Intermediate,Cinnamon,0,Not Suitable
Sandy Clay loam,22.9,69.3,5.1,1324,Matale,Intermediate,Cinnamon,1,Suitable
Red-Yellow Latosols,26.8,66.4,6.3,1207,Matale,Intermediate,Pepper,0,Not Suitable
Reddish Brown Earth,24.1,78.5,5.8,1546,Matale,Intermediate,Pepper,1,Suitable
Sandy loam,26.9,67.2,6.1,1529,Matale,Intermediate,Pepper,1,Suitable
Red loam,23.4,76.5,6.8,1797,Matale,Intermediate,Pepper,1,Suitable
Sandy loam,26.5,72.7,5.8,1280,Matale,Intermediate,Pepper,1,Suitable
Red-Yellow Latosols,25.3,72.0,6.0,1831,Matale,Intermediate,Pepper,1,Suitable
Red loam,24.4,72.3,6.3,1769,Matale,Intermediate,Pepper,1,Suitable
Red-Yellow Latosols,26.5,71.3,5.5,1754,Matale,Intermediate,Pepper,1,Suitable
Sandy loam,28.8,74.7,6.1,1419,Matale,Intermediate,Pepper,1,Suitable
Loamy soil,27.0,65.2,6.1,1797,Matale,Intermediate,Pepper,1,Suitable
Loamy soil,24.1,67.6,6.1,1452,Matale,Intermediate,Pepper,0,Not Suitable
Sandy loam,24.6,77.9,6.7,1437,Matale,Intermediate,Pepper,1,Suitable
Clay loam,26.4,80.3,6.0,1187,Matale,Intermediate,Pepper,1,Suitable
Clay loam,24.0,75.8,5.6,1789,Matale,Intermediate,Pepper,1,Suitable
Red loam,21.7,81.2,6.4,1270,Matale,Intermediate,Pepper,1,Suitable
Red loam,25.9,80.8,5.7,1200,Matale,Intermediate,Pepper,1,Suitable
Loamy soil,26.0,83.0,5.9,1432,Matale,Intermediate,Pepper,1,Suitable
Reddish Brown Earth,26.5,82.7,6.8,1770,Matale,Intermediate,Pepper,1,Suitable
Sandy loam,21.2,67.1,6.6,1588,Matale,Intermediate,Pepper,1,Suitable
Reddish Brown Earth,23.6,69.5,5.6,1730,Matale,Intermediate,Pepper,1,Suitable
Red loam,24.3,74.6,6.4,1548,Matale,Intermediate,Pepper,1,Suitable
Reddish Brown Earth,24.2,76.6,6.2,1568,Matale,Intermediate,Pepper,1,Suitable
Red-Yellow Latosols,26.8,69.9,5.7,1168,Matale,Intermediate,Pepper,0,Not Suitable
Loam,23.0,74.5,6.4,1772,Matale,Intermediate,Pepper,1,Suitable
Loamy soil,28.1,71.7,6.0,1424,Matale,Intermediate,Pepper,1,Suitable
Loamy soil,22.7,66.2,6.8,1573,Matale,Intermediate,Pepper,1,Suitable
Red-Yellow Latosols,22.5,65.9,5.8,1724,Matale,Intermediate,Pepper,1,Suitable
Red loam,28.5,78.4,6.0,1857,Matale,Intermediate,Pepper,1,Suitable
Sandy loam,27.0,73.8,6.1,1604,Matale,Intermediate,Pepper,1,Suitable
Sandy loam,22.7,74.7,6.6,1523,Matale,Intermediate,Pepper,1,Suitable
Red loam,27.6,77.6,6.6,1191,Matale,Intermediate,Areca-nut,1,Suitable
Reddish Brown Earth,25.5,82.0,5.6,1836,Matale,Intermediate,Areca-nut,1,Suitable
Loamy soil,28.4,65.7,6.3,1394,Matale,Intermediate,Areca-nut,1,Suitable
Loamy soil,22.3,79.2,5.8,1107,Matale,Intermediate,Areca-nut,0,Not Suitable
Reddish Brown Earth,26.2,78.6,6.6,1833,Matale,Intermediate,Areca-nut,1,Suitable
Clay loam,27.0,72.5,5.7,1101,Matale,Intermediate,Areca-nut,1,Suitable
Reddish Brown Earth,25.8,77.8,6.6,1434,Matale,Intermediate,Areca-nut,1,Suitable
Loamy soils,25.7,66.4,6.8,1254,Matale,Intermediate,Areca-nut,1,Suitable
Reddish Brown Earth,27.5,82.0,7.0,1194,Matale,Intermediate,Areca-nut,1,Suitable
Loamy soils,22.9,65.2,5.9,1898,Matale,Intermediate,Areca-nut,1,Suitable
Clay loam,27.0,68.4,6.9,1564,Matale,Intermediate,Areca-nut,1,Suitable
Loam,23.9,77.7,6.4,1250,Matale,Intermediate,Areca-nut,1,Suitable
Sandy loam,24.0,69.0,5.8,1351,Matale,Intermediate,Areca-nut,1,Suitable
Red loam,29.1,72.5,6.2,1296,Matale,Intermediate,Areca-nut,1,Suitable
Loamy soil,23.9,79.1,6.2,1877,Matale,Intermediate,Areca-nut,1,Suitable
Loam,28.7,75.8,6.5,1226,Matale,Intermediate,Areca-nut,1,Suitable
Reddish Brown Earth,25.6,77.4,6.2,1812,Matale,Intermediate,Areca-nut,1,Suitable
Reddish Brown Earth,29.1,79.3,6.4,1491,Matale,Intermediate,Areca-nut,1,Suitable
Loamy soil,23.9,83.7,5.6,1634,Matale,Intermediate,Areca-nut,1,Suitable
Clay loam,23.9,76.8,5.5,1145,Matale,Intermediate,Areca-nut,0,Not Suitable
Red loam,25.1,71.3,5.9,1451,Matale,Intermediate,Areca-nut,1,Suitable
Sandy loam,22.5,78.1,5.8,1512,Matale,Intermediate,Areca-nut,1,Suitable
Loamy soils,23.9,76.2,5.7,1158,Matale,Intermediate,Areca-nut,0,Not Suitable
Loamy soils,21.7,80.4,6.6,1702,Matale,Intermediate,Areca-nut,1,Suitable
Clay loam,27.4,77.7,6.5,1482,Matale,Intermediate,Areca-nut,1,Suitable
Loamy soil,21.3,76.8,6.3,1722,Matale,Intermediate,Areca-nut,1,Suitable
Clay loam,24.2,70.3,6.5,1614,Matale,Intermediate,Areca-nut,1,Suitable
Sandy loam,28.8,71.5,6.3,1716,Matale,Intermediate,Areca-nut,1,Suitable
Loamy soils,28.9,75.0,6.4,1514,Matale,Intermediate,Areca-nut,1,Suitable
Sandy loam,27.7,83.3,5.6,1159,Matale,Intermediate,Areca-nut,1,Suitable
Red-Yellow Podzolic soils,30.5,82.5,5.1,2292,Matara,Wet,Tea,1,Suitable
Red-Yellow Latosols,23.7,86.3,4.9,2398,Matara,Wet,Tea,1,Suitable
Loam,25.4,87.4,5.6,1858,Matara,Wet,Tea,1,Suitable
Loam,25.1,83.5,5.4,2549,Matara,Wet,Tea,1,Suitable
Red-Yellow Latosols,26.3,85.0,4.9,2075,Matara,Wet,Tea,1,Suitable
Clay loam,31.0,86.0,5.0,2316,Matara,Wet,Tea,1,Suitable
Loamy soils,23.4,74.5,5.5,2243,Matara,Wet,Tea,1,Suitable
Clay loam,27.3,87.5,5.0,1827,Matara,Wet,Tea,1,Suitable
Clay loam,24.9,81.2,5.7,1858,Matara,Wet,Tea,1,Suitable
Loamy soils,24.8,88.8,5.8,2141,Matara,Wet,Tea,1,Suitable
Loamy soil,27.4,88.9,5.5,1804,Matara,Wet,Tea,1,Suitable
Clay loam,30.2,76.2,5.1,1877,Matara,Wet,Tea,1,Suitable
Loamy soils,30.5,82.7,4.7,2222,Matara,Wet,Tea,1,Suitable
Red-Yellow Latosols,23.0,87.0,5.3,1870,Matara,Wet,Tea,1,Suitable
Loamy soils,30.3,77.3,4.6,2332,Matara,Wet,Tea,1,Suitable
Loam,27.8,76.6,4.9,2389,Matara,Wet,Tea,1,Suitable
Loamy soils,26.7,83.6,5.5,1937,Matara,Wet,Tea,1,Suitable
Clay loam,25.4,84.6,5.4,1927,Matara,Wet,Tea,1,Suitable
Loamy soil,24.0,80.8,5.5,1998,Matara,Wet,Tea,1,Suitable
Red-Yellow Latosols,25.1,88.1,4.8,2513,Matara,Wet,Tea,1,Suitable
Loamy soils,27.9,75.4,5.4,2113,Matara,Wet,Tea,1,Suitable
Clay loam,28.3,84.0,5.0,2026,Matara,Wet,Tea,1,Suitable
Loamy soil,23.8,85.5,5.4,2203,Matara,Wet,Tea,1,Suitable
Loamy soils,25.0,79.2,4.5,2067,Matara,Wet,Tea,1,Suitable
Red-Yellow Latosols,25.7,86.9,5.2,2518,Matara,Wet,Tea,1,Suitable
Red-Yellow Latosols,26.6,74.5,4.5,2503,Matara,Wet,Tea,1,Suitable
Loam,30.6,81.8,5.7,2074,Matara,Wet,Tea,1,Suitable
Red-Yellow Latosols,23.2,83.3,4.8,2239,Matara,Wet,Tea,1,Suitable
Loamy soil,26.4,84.4,4.5,2382,Matara,Wet,Tea,1,Suitable
Clay loam,30.5,76.6,4.8,1987,Matara,Wet,Tea,1,Suitable
Loamy soils,23.3,76.0,5.5,2589,Matara,Wet,Cinnamon,0,Not Suitable
Loamy soils,23.9,75.7,6.7,2376,Matara,Wet,Cinnamon,1,Suitable
Sandy loam,25.1,74.3,4.9,1978,Matara,Wet,Cinnamon,1,Suitable
Loam,23.8,80.9,5.9,1984,Matara,Wet,Cinnamon,1,Suitable
Loam,25.0,89.0,6.0,2525,Matara,Wet,Cinnamon,0,Not Suitable
Clay loam,25.8,80.1,6.4,2129,Matara,Wet,Cinnamon,1,Suitable
Loam,26.6,87.7,5.5,2555,Matara,Wet,Cinnamon,0,Not Suitable
Red-Yellow Latosols,27.5,75.5,5.7,1960,Matara,Wet,Cinnamon,1,Suitable
Red-Yellow Podzolic soils,24.6,88.0,5.8,1927,Matara,Wet,Cinnamon,1,Suitable
Red loam,27.8,85.1,6.7,2106,Matara,Wet,Cinnamon,1,Suitable
Loam,27.5,81.0,5.8,1854,Matara,Wet,Cinnamon,1,Suitable
Sandy Clay loam,29.6,83.8,5.9,2466,Matara,Wet,Cinnamon,1,Suitable
Red-Yellow Latosols,23.9,74.2,6.3,2043,Matara,Wet,Cinnamon,1,Suitable
Red-Yellow Latosols,29.3,78.7,5.7,2197,Matara,Wet,Cinnamon,1,Suitable
Sandy Clay loam,26.3,77.7,5.2,1909,Matara,Wet,Cinnamon,1,Suitable
Red-Yellow Podzolic soils,23.4,77.2,6.2,1807,Matara,Wet,Cinnamon,1,Suitable
Red loam,25.5,89.6,5.6,1955,Matara,Wet,Cinnamon,1,Suitable
Red-Yellow Latosols,25.9,74.1,4.9,2471,Matara,Wet,Cinnamon,1,Suitable
Sandy Clay loam,30.5,88.3,6.0,2228,Matara,Wet,Cinnamon,1,Suitable
Clay loam,28.2,80.2,4.9,2318,Matara,Wet,Cinnamon,1,Suitable
Loam,23.4,81.3,6.8,2240,Matara,Wet,Cinnamon,1,Suitable
Loamy soils,23.8,87.2,5.7,1968,Matara,Wet,Cinnamon,0,Not Suitable
Sandy Clay loam,25.5,80.4,5.9,1920,Matara,Wet,Cinnamon,1,Suitable
Red loam,29.4,81.1,6.7,2192,Matara,Wet,Cinnamon,1,Suitable
Sandy Clay loam,28.6,81.8,6.7,2006,Matara,Wet,Cinnamon,1,Suitable
Sandy Clay loam,27.6,77.5,6.6,2015,Matara,Wet,Cinnamon,1,Suitable
Red-Yellow Podzolic soils,23.4,89.9,6.6,1904,Matara,Wet,Cinnamon,0,Not Suitable
Sandy loam,26.2,81.9,5.7,2505,Matara,Wet,Cinnamon,1,Suitable
Loamy soils,27.3,74.8,5.3,1802,Matara,Wet,Cinnamon,1,Suitable
Sandy loam,28.4,75.9,5.7,1891,Matara,Wet,Cinnamon,1,Suitable
Loamy soil,28.2,85.4,5.6,1943,Matara,Wet,Pepper,1,Suitable
Loamy soil,30.5,78.2,6.6,2483,Matara,Wet,Pepper,1,Suitable
Sandy Clay loam,29.2,76.7,6.5,2457,Matara,Wet,Pepper,1,Suitable
Loamy soils,27.8,79.4,5.7,2010,Matara,Wet,Pepper,1,Suitable
Loamy soil,27.1,83.4,6.1,2087,Matara,Wet,Pepper,1,Suitable
Clay loam,25.9,84.3,5.7,2521,Matara,Wet,Pepper,1,Suitable
Loamy soil,26.1,76.3,6.4,2300,Matara,Wet,Pepper,1,Suitable
Red-Yellow Podzolic soils,30.5,78.5,5.6,2560,Matara,Wet,Pepper,1,Suitable
Reddish Brown Earth,27.8,74.9,6.2,2515,Matara,Wet,Pepper,1,Suitable
Clay loam,28.4,87.3,5.6,1920,Matara,Wet,Pepper,1,Suitable
Red-Yellow Latosols,30.0,79.0,6.1,1903,Matara,Wet,Pepper,1,Suitable
Reddish Brown Earth,27.8,74.5,5.5,2020,Matara,Wet,Pepper,1,Suitable
Red-Yellow Podzolic soils,26.4,88.3,6.3,2586,Matara,Wet,Pepper,1,Suitable
Loamy soils,24.3,88.5,5.7,2213,Matara,Wet,Pepper,1,Suitable
Clay loam,30.4,86.1,6.4,2385,Matara,Wet,Pepper,1,Suitable
Loam,24.6,77.4,5.8,2351,Matara,Wet,Pepper,1,Suitable
Red-Yellow Latosols,26.5,86.5,6.1,2427,Matara,Wet,Pepper,1,Suitable
Sandy Clay loam,29.3,87.4,5.8,2324,Matara,Wet,Pepper,1,Suitable
Sandy Clay loam,25.2,79.0,5.9,1893,Matara,Wet,Pepper,1,Suitable
Red-Yellow Podzolic soils,24.7,81.3,5.6,2527,Matara,Wet,Pepper,1,Suitable
Loamy soils,28.8,85.0,6.7,1877,Matara,Wet,Pepper,1,Suitable
Loamy soil,27.5,79.8,5.8,2405,Matara,Wet,Pepper,1,Suitable
Loamy soil,28.5,74.6,6.1,2472,Matara,Wet,Pepper,1,Suitable
Red-Yellow Podzolic soils,28.1,77.5,6.5,2342,Matara,Wet,Pepper,1,Suitable
Loamy soils,26.8,83.9,6.7,2165,Matara,Wet,Pepper,1,Suitable
Reddish Brown Earth,27.0,87.5,6.0,2441,Matara,Wet,Pepper,1,Suitable
Reddish Brown Earth,24.8,80.5,5.8,2461,Matara,Wet,Pepper,1,Suitable
Reddish Brown Earth,27.2,86.9,6.3,2083,Matara,Wet,Pepper,1,Suitable
Red-Yellow Latosols,25.0,75.7,5.6,2436,Matara,Wet,Pepper,1,Suitable
Reddish Brown Earth,25.2,87.7,6.8,2077,Matara,Wet,Pepper,1,Suitable
Loam,30.8,78.3,6.6,1833,Matara,Wet,Areca-nut,1,Suitable
Clay loam,26.6,75.6,5.5,2366,Matara,Wet,Areca-nut,1,Suitable
Red loam,30.0,76.2,5.8,1902,Matara,Wet,Areca-nut,1,Suitable
Sandy loam,30.7,85.1,6.1,2441,Matara,Wet,Areca-nut,1,Suitable
Red-Yellow Podzolic soils,25.7,77.8,6.3,2185,Matara,Wet,Areca-nut,1,Suitable
Red-Yellow Podzolic soils,28.1,78.1,5.8,2559,Matara,Wet,Areca-nut,1,Suitable
Loamy soil,30.7,74.2,6.0,2185,Matara,Wet,Areca-nut,1,Suitable
Loam,26.6,83.1,6.1,2148,Matara,Wet,Areca-nut,1,Suitable
Loam,28.9,85.0,5.9,2467,Matara,Wet,Areca-nut,1,Suitable
Red-Yellow Latosols,27.9,83.4,6.2,2096,Matara,Wet,Areca-nut,1,Suitable
Sandy loam,25.5,76.3,5.7,1971,Matara,Wet,Areca-nut,1,Suitable
Sandy loam,28.5,84.6,6.6,2560,Matara,Wet,Areca-nut,1,Suitable
Red-Yellow Latosols,23.4,88.1,6.2,2490,Matara,Wet,Areca-nut,1,Suitable
Loam,27.7,89.6,6.9,2226,Matara,Wet,Areca-nut,1,Suitable
Clay loam,23.7,77.1,6.4,2153,Matara,Wet,Areca-nut,1,Suitable
Red loam,29.5,89.8,5.6,2111,Matara,Wet,Areca-nut,1,Suitable
Loamy soils,29.4,83.7,6.2,1959,Matara,Wet,Areca-nut,1,Suitable
Red-Yellow Latosols,28.9,86.3,6.0,2200,Matara,Wet,Areca-nut,1,Suitable
Loamy soil,30.8,84.6,5.9,2127,Matara,Wet,Areca-nut,1,Suitable
Red loam,28.8,77.9,6.3,1937,Matara,Wet,Areca-nut,1,Suitable
Loamy soil,25.3,84.1,6.5,1894,Matara,Wet,Areca-nut,1,Suitable
Loam,25.3,74.0,6.9,1902,Matara,Wet,Areca-nut,1,Suitable
Red loam,29.9,77.7,6.4,2423,Matara,Wet,Areca-nut,1,Suitable
Loam,30.8,80.0,5.6,2345,Matara,Wet,Areca-nut,1,Suitable
Red-Yellow Podzolic soils,26.2,89.4,5.9,2231,Matara,Wet,Areca-nut,1,Suitable
Loamy soil,24.0,85.3,6.1,2316,Matara,Wet,Areca-nut,1,Suitable
Red-Yellow Latosols,30.6,74.4,6.9,2043,Matara,Wet,Areca-nut,1,Suitable
Clay loam,25.6,78.0,6.7,2227,Matara,Wet,Areca-nut,1,Suitable
Red loam,23.8,89.1,5.8,2436,Matara,Wet,Areca-nut,1,Suitable
Sandy loam,28.7,80.2,6.7,2122,Matara,Wet,Areca-nut,1,Suitable
Red-Yellow Latosols,31.7,64.5,5.1,1252,Monaragala,Intermediate,Tea,0,Not Suitable
Clay loam,26.4,69.3,5.4,1031,Monaragala,Intermediate,Tea,0,Not Suitable
Sandy loam,26.9,65.9,5.5,1490,Monaragala,Intermediate,Tea,1,Suitable
Red loam,27.4,68.0,4.9,1383,Monaragala,Intermediate,Tea,0,Not Suitable
Sandy loam,25.1,76.6,4.6,1024,Monaragala,Intermediate,Tea,1,Suitable
Loamy soils,23.1,65.1,5.8,1041,Monaragala,Intermediate,Tea,0,Not Suitable
Loamy soil,25.6,65.0,5.7,1145,Monaragala,Intermediate,Tea,0,Not Suitable
Loamy soil,27.7,69.3,5.0,1524,Monaragala,Intermediate,Tea,0,Not Suitable
Red-Yellow Latosols,26.0,66.1,4.9,1227,Monaragala,Intermediate,Tea,0,Not Suitable
Loamy soil,29.1,67.8,4.6,1346,Monaragala,Intermediate,Tea,0,Not Suitable
Red loam,24.7,70.1,5.0,1562,Monaragala,Intermediate,Tea,1,Suitable
Reddish Brown Earth,29.0,67.1,4.6,1076,Monaragala,Intermediate,Tea,0,Not Suitable
Red-Yellow Latosols,25.7,65.2,5.5,1104,Monaragala,Intermediate,Tea,0,Not Suitable
Loamy soils,23.1,73.2,5.2,1228,Monaragala,Intermediate,Tea,1,Suitable
Red-Yellow Latosols,28.1,68.3,5.5,1177,Monaragala,Intermediate,Tea,0,Not Suitable
Loam,30.8,65.9,5.7,1059,Monaragala,Intermediate,Tea,0,Not Suitable
Loam,26.1,73.0,4.7,1216,Monaragala,Intermediate,Tea,1,Suitable
Loam,28.3,72.5,5.1,1122,Monaragala,Intermediate,Tea,0,Not Suitable
Red loam,30.2,73.8,5.2,1058,Monaragala,Intermediate,Tea,0,Not Suitable
Loamy soil,29.3,77.9,4.7,1377,Monaragala,Intermediate,Tea,0,Not Suitable
Red-Yellow Podzolic soils,29.4,75.5,5.0,1015,Monaragala,Intermediate,Tea,0,Not Suitable
Red-Yellow Latosols,26.0,75.4,5.3,1130,Monaragala,Intermediate,Tea,1,Suitable
Red-Yellow Podzolic soils,31.2,78.0,5.8,1553,Monaragala,Intermediate,Tea,1,Suitable
Red loam,23.1,74.5,5.6,1248,Monaragala,Intermediate,Tea,1,Suitable
Red-Yellow Latosols,25.3,81.6,5.5,1368,Monaragala,Intermediate,Tea,1,Suitable
Red loam,23.8,65.7,4.5,1455,Monaragala,Intermediate,Tea,1,Suitable
Loamy soil,30.4,62.3,5.0,1394,Monaragala,Intermediate,Tea,0,Not Suitable
Loamy soil,28.5,75.9,4.6,1205,Monaragala,Intermediate,Tea,0,Not Suitable
Red loam,23.6,73.8,5.5,1312,Monaragala,Intermediate,Tea,1,Suitable
Loamy soils,27.6,70.4,4.5,1239,Monaragala,Intermediate,Tea,0,Not Suitable
Clay loam,26.0,81.5,5.5,1524,Monaragala,Intermediate,Cinnamon,1,Suitable
Sandy Clay loam,28.3,78.9,4.8,1265,Monaragala,Intermediate,Cinnamon,1,Suitable
Red-Yellow Latosols,23.7,72.2,6.3,1582,Monaragala,Intermediate,Cinnamon,1,Suitable
Red loam,23.6,65.8,6.7,1463,Monaragala,Intermediate,Cinnamon,1,Suitable
Clay loam,28.6,74.9,6.6,1017,Monaragala,Intermediate,Cinnamon,1,Suitable
Red loam,30.1,67.2,5.3,1425,Monaragala,Intermediate,Cinnamon,1,Suitable
Clay loam,23.4,66.0,5.5,1107,Monaragala,Intermediate,Cinnamon,0,Not Suitable
Red-Yellow Latosols,26.8,72.2,5.4,1286,Monaragala,Intermediate,Cinnamon,1,Suitable
Clay loam,23.3,74.1,5.5,1237,Monaragala,Intermediate,Cinnamon,0,Not Suitable
Clay loam,30.8,76.9,5.9,1515,Monaragala,Intermediate,Cinnamon,1,Suitable
Reddish Brown Earth,24.2,75.9,5.8,1124,Monaragala,Intermediate,Cinnamon,1,Suitable
Sandy Clay loam,23.6,78.5,6.8,1076,Monaragala,Intermediate,Cinnamon,0,Not Suitable
Clay loam,30.8,71.3,6.2,1447,Monaragala,Intermediate,Cinnamon,1,Suitable
Red loam,30.2,70.6,5.8,1471,Monaragala,Intermediate,Cinnamon,1,Suitable
Reddish Brown Earth,31.5,71.7,6.5,1278,Monaragala,Intermediate,Cinnamon,1,Suitable
Red-Yellow Latosols,30.4,73.1,5.8,1108,Monaragala,Intermediate,Cinnamon,1,Suitable
Loam,31.7,77.1,4.9,1487,Monaragala,Intermediate,Cinnamon,1,Suitable
Red loam,27.2,74.9,4.9,1498,Monaragala,Intermediate,Cinnamon,1,Suitable
Red loam,30.7,73.0,5.5,1118,Monaragala,Intermediate,Cinnamon,1,Suitable
